Name,aphia,scientificname,proposedaphia,comment
Bolivinopsis sp.,556509,Bolivinopsis,NA,NA
Operculina complanata,556721,Operculina complanata,NA,NA
Globigerina dutertrei,556981,Globigerina dutertrei,NA,NA
Rotorbinella rosea,557021,Rotorbinella rosea,NA,NA
Sarscypridopsis sp.,558728,Sarscypridopsis,NA,NA
Sarscypridopsis aculeata,558729,Sarscypridopsis aculeata,NA,NA
Globorotalia theyeri,558955,Globorotalia (Hirsutella) theyeri,NA,NA
Globigerinita minuta,558956,Globigerinita minuta,NA,NA
Tenuitella fleisheri,558957,Tenuitella fleisheri,NA,NA
"Tenuitella fleisheri, shell, weight",558957,Tenuitella fleisheri,NA,NA
"Tenuitella fleisheri, shell, weight, standard deviation",558957,Tenuitella fleisheri,NA,NA
Tenuitella parkerae,558958,Tenuitella parkerae,NA,NA
Tenuitella compressa,558959,Tenuitella compressa,NA,NA
Globigerinella adamsi,558961,Globigerinella adamsi,NA,NA
Turborotalita clarkei,558963,Turborotalita clarkei,NA,NA
Hastigerinella digitata,558967,Hastigerinella digitata,NA,NA
Globoquadrina sp.,558968,Globoquadrina,NA,NA
Globoquadrina spp.,558968,Globoquadrina,NA,NA
Globoquadrina conglomerata,558969,Globoquadrina conglomerata,NA,NA
Streptochilus sp.,558998,Streptochilus,NA,NA
Streptochilus spp.,558998,Streptochilus,NA,NA
Rotalipora sp.,559003,Rotalipora,NA,NA
Rotalipora spp.,559003,Rotalipora,NA,NA
Globigerina conglomerata,559012,Globigerina conglomerata,NA,NA
Globorotalia pumilio,559013,Globorotalia pumilio,NA,NA
Hastigerina adamsi,559014,Hastigerina adamsi,NA,NA
Globigerina clarkei,559015,Globigerina clarkei,NA,NA
Globigerina glutinata,559017,Globigerina glutinata,NA,NA
Guembelitria sp.,559021,Guembelitria,NA,NA
Guembelitria spp.,559021,Guembelitria,NA,NA
Neogloboquadrina blowi,559477,Neogloboquadrina blowi,NA,NA
Heterostegina suborbicularis,559714,Heterostegina suborbicularis,NA,NA
Siphonaperta subagglutinata,559851,Siphonaperta subagglutinata,NA,NA
Turborotalita cristata,562470,Turborotalita cristata,NA,NA
Cordosphaeridium minimum,570551,Cordosphaeridium,NA,NA
Cordosphaeridium sp.,570551,Cordosphaeridium,NA,NA
Cordosphaeridium spp.,570551,Cordosphaeridium,NA,NA
Nematosphaeropsis,570552,Nematosphaeropsis,NA,NA
Nematosphaeropsis sp.,570552,Nematosphaeropsis,NA,NA
Nematosphaeropsis spp.,570552,Nematosphaeropsis,NA,NA
Globoquadrina dutertrei,570865,Globoquadrina dutertrei,NA,NA
Globoquadrina hexagona,570866,Globoquadrina hexagona,NA,NA
Ethmodiscus gazellae,573421,Ethmodiscus gazellae,NA,NA
Ethmodiscus rex,573463,Ethmodiscus rex,NA,NA
Nitzschia angulata,573502,Nitzschia angulata,NA,NA
Lingulodinium machaerophorum,573702,Lingulodinium machaerophorum,NA,NA
Pyrgo fischeri,576782,Pyrgo fischeri,NA,NA
Adnatosphaeridium sp.,577295,Adnatosphaeridium,NA,NA
Adnatosphaeridium spp.,577295,Adnatosphaeridium,NA,NA
Lagena mollis,577949,Lagena mollis,NA,NA
Lagena cf. semilineata,577950,Lagena semilineata,NA,NA
Lagena semilineata,577950,Lagena semilineata,NA,NA
Cyclogyra foliacea,577951,Cyclogyra foliacea,NA,NA
Trochammina bullata,578111,Trochammina bullata,NA,NA
Trochamminella bullata,578113,Trochamminella bullata,NA,NA
Silicosigmoilina sp.,578114,Silicosigmoilina,NA,NA
Cladonia chlorophaea,578638,Cladonia chlorophaea,NA,NA
Cladonia coccifera,578639,Cladonia coccifera,NA,NA
Rectoglandulina torrida,578683,Rectoglandulina torrida,NA,NA
Trifarina hughesi,580060,Trifarina hughesi,NA,NA
Uvigerina akitaensis,580072,Uvigerina akitaensis,NA,NA
Pseudobulimina chapmani,581993,Pseudobulimina chapmani,NA,NA
Buliminella tenuata,582284,Buliminella tenuata,NA,NA
Bolivina rhomboidalis,582296,Bolivina rhomboidalis,NA,NA
Cibicides cicatricosus,582297,Cibicides cicatricosus,NA,NA
Uvigerina vadescens,582365,Uvigerina vadescens,NA,NA
Nodogenerina sp.,582370,Nodogenerina,NA,NA
Hormosina monile,582623,Hormosina monile,NA,NA
Lagena cf. elongata,582627,Lagena elongata,NA,NA
Lagena elongata,582627,Lagena elongata,NA,NA
Nonion nicobarensis,582633,Nonion nicobarensis,NA,NA
Quinqueloculina agglutinata,582641,Quinqueloculina agglutinata,NA,NA
Trochammina conica,582660,Trochammina conica,NA,NA
Trochammina globulosa,582661,Trochammina globulosa,NA,NA
Trochammina adaperta,582664,Trochammina adaperta,NA,NA
Lenticulina lucida,582676,Lenticulina lucida,NA,NA
Lenticulina rotulata,582681,Lenticulina rotulata,NA,NA
Nodosaria albatrossi,582688,Nodosaria albatrossi,NA,NA
Pseudonodosaria rotundata,582831,Pseudonodosaria rotundata,NA,NA
Astrammina sphaerica,585183,Astrammina sphaerica,NA,NA
Cibicides aknerianus,585188,Cibicides aknerianus,NA,NA
Cibicides robertsonianus,585191,Cibicides robertsonianus,NA,NA
Gyroidina nitidula,585247,Gyroidina nitidula,NA,NA
Fursenkoina fusiformis,585266,Fursenkoina fusiformis,NA,NA
Fursenkoina sandiegoensis,585275,Fursenkoina sandiegoensis,NA,NA
Carex aquatilis,593120,Carex aquatilis,NA,NA
Pseudoparrella bradyana,593329,Pseudoparrella bradyana,NA,NA
Siphonaperta aspera,593433,Siphonaperta aspera,NA,NA
Dubridinium spp.,593654,Dubridinium,NA,NA
Miliolinella australis,593807,Miliolinella australis,NA,NA
Hauerinella inconstans,594454,Hauerinella inconstans,NA,NA
Gyroidina broeckhiana,595613,Gyroidina broeckhiana,NA,NA
Cassidulina pacifica,595625,Cassidulina pacifica,NA,NA
Citharina sp.,595826,Citharina,NA,NA
Robulus occidentalis,595904,Robulus occidentalis,NA,NA
Angulogerina occidentalis,595916,Angulogerina occidentalis,NA,NA
Eponides frigidus,595932,Eponides frigidus,NA,NA
Reophax atlantica,595978,Reophax atlantica,NA,NA
Rotalia translucens,595989,Rotalia translucens,NA,NA
Rotorbinella lomaensis,595990,Rotorbinella lomaensis,NA,NA
Dissodinium elegans,596746,Dissodinium elegans,NA,NA
Lachlanella bicornis,597391,Lachlanella bicornis,NA,NA
Lenticulina angulata,600589,Lenticulina angulata,NA,NA
Oolina apiculata,600590,Oolina apiculata,NA,NA
Tosaia hanzawai,600592,Tosaia hanzawai,NA,NA
Achomosphaera spp.,601319,Achomosphaera,NA,NA
Batiacasphaera,601393,Batiacasphaera,NA,NA
Batiacasphaera sp.,601393,Batiacasphaera,NA,NA
Batiacasphaera spp.,601393,Batiacasphaera,NA,NA
Caligodinium spp.,601423,Caligodinium,NA,NA
Cannosphaeropsis sp.,601429,Cannosphaeropsis,NA,NA
Cannosphaeropsis spp.,601429,Cannosphaeropsis,NA,NA
Cleistosphaeridium sp.,601475,Cleistosphaeridium,NA,NA
Cleistosphaeridium spp.,601475,Cleistosphaeridium,NA,NA
Cribroperidinium spp.,601508,Cribroperidinium,NA,NA
Cyclopsiella,601527,Cyclopsiella,NA,NA
Cymatiosphaera,601533,Cymatiosphaera,NA,NA
Deflandrea sp.,601545,Deflandrea,NA,NA
Deflandrea spp.,601545,Deflandrea,NA,NA
Eurydinium spp.,601612,Eurydinium,NA,NA
Filisphaera spp.,601616,Filisphaera,NA,NA
Glaphyrocysta sp.,601642,Glaphyrocysta,NA,NA
Glaphyrocysta spp.,601642,Glaphyrocysta,NA,NA
Gonyaulacysta sp.,601661,Gonyaulacysta,NA,NA
Halodinium,601679,Halodinium,NA,NA
Halodinium spp.,601679,Halodinium,NA,NA
Hystrichokolpoma sp.,601721,Hystrichokolpoma,NA,NA
Hystrichokolpoma spp.,601721,Hystrichokolpoma,NA,NA
Hystrichosphaeropsis sp.,601724,Hystrichosphaeropsis,NA,NA
Hystrichosphaeropsis spp.,601724,Hystrichosphaeropsis,NA,NA
Hystrichostrogylon spp.,601725,Hystrichostrogylon,NA,NA
Impagidinium,601728,Impagidinium,NA,NA
Impagidinium sp.,601728,Impagidinium,NA,NA
Impagidinium spp.,601728,Impagidinium,NA,NA
Invertocysta sp.,601733,Invertocysta,NA,NA
Invertocysta spp.,601733,Invertocysta,NA,NA
Kallosphaeridium spp.,601739,Kallosphaeridium,NA,NA
Lejeunecysta complex,601773,Lejeunecysta,NA,NA
Lejeunecysta spp.,601773,Lejeunecysta,NA,NA
Membranilarnacia sp.,601818,Membranilarnacia,NA,NA
Mendicodinium sp.,601819,Mendicodinium,NA,NA
Operculodinium,601889,Operculodinium,NA,NA
Operculodinium sp.,601889,Operculodinium,NA,NA
Operculodinium spp.,601889,Operculodinium,NA,NA
Palaeocystodinium spp.,601904,Palaeocystodinium,NA,NA
Polysphaeridium sp.,601977,Polysphaeridium,NA,NA
Polysphaeridium spp.,601977,Polysphaeridium,NA,NA
Selenopemphix complex,602068,Selenopemphix,NA,NA
Selenopemphix sp.,602068,Selenopemphix,NA,NA
Selenopemphix spp.,602068,Selenopemphix,NA,NA
Spiniferites,602101,Spiniferites,NA,NA
Spiniferites sp.,602101,Spiniferites,NA,NA
Spiniferites spp.,602101,Spiniferites,NA,NA
Surculosphaeridium sp.,602124,Surculosphaeridium,NA,NA
Systematophora sp.,602131,Systematophora,NA,NA
Systematophora spp.,602131,Systematophora,NA,NA
Tectatodinium sp.,602136,Tectatodinium,NA,NA
Tectatodinium spp.,602136,Tectatodinium,NA,NA
Dinopterygium spp.,603021,Dinopterygium,NA,NA
Echinidinium spp.,603197,Echinidinium,NA,NA
Acanthaulax sp.,603435,Acanthaulax,NA,NA
Ceratiopsis sp.,603464,Ceratiopsis,NA,NA
Corrudinium,603484,Corrudinium,NA,NA
Corrudinium sp.,603484,Corrudinium,NA,NA
Corrudinium spp.,603484,Corrudinium,NA,NA
Histiocysta sp.,603549,Histiocysta,NA,NA
Histiocysta spp.,603549,Histiocysta,NA,NA
Brigantedinium complex,603684,Brigantedinium,NA,NA
Brigantedinium sp.,603684,Brigantedinium,NA,NA
Brigantedinium spp.,603684,Brigantedinium,NA,NA
Alisocysta sp.,603760,Alisocysta,NA,NA
Apectodinium sp.,603820,Apectodinium,NA,NA
Apectodinium spp.,603820,Apectodinium,NA,NA
Distatodinium sp.,604086,Distatodinium,NA,NA
Distatodinium spp.,604086,Distatodinium,NA,NA
Heteraulacacysta sp.,604175,Heteraulacacysta,NA,NA
Heteraulacacysta spp.,604175,Heteraulacacysta,NA,NA
Kenleyia spp.,604232,Kenleyia,NA,NA
Odontochitina spp.,604345,Odontochitina,NA,NA
Pentadinium spp.,604410,Pentadinium,NA,NA
Phelodinium sp.,604429,Phelodinium,NA,NA
Phthanoperidinium sp.,604438,Phthanoperidinium,NA,NA
Phthanoperidinium spp.,604438,Phthanoperidinium,NA,NA
Pterospermella,604478,Pterospermella,NA,NA
Pyxidinopsis sp.,604483,Pyxidinopsis,NA,NA
Pyxidinopsis spp.,604483,Pyxidinopsis,NA,NA
Svalbardella,604528,Svalbardella,NA,NA
Svalbardella sp.,604528,Svalbardella,NA,NA
Svalbardella spp.,604528,Svalbardella,NA,NA
Virgulina sp.,604652,Virgulina,NA,NA
Vozzhennikovia spp.,604661,Vozzhennikovia,NA,NA
Chytroeisphaeridia sp.,604702,Chytroeisphaeridia,NA,NA
Invertocysta tabulata,612934,Invertocysta tabulata,NA,NA
Trinovantedinium boreale,613990,Trinovantedinium boreale,NA,NA
Wetzeliella articulata,616469,Wetzeliella articulata,NA,NA
Syracosphaera lamina,619047,Syracosphaera lamina,NA,NA
Votadinium calvum,620051,Votadinium calvum,NA,NA
Leonella granifera,623007,Leonella granifera,NA,NA
Echinidinium aculeatum,623764,Echinidinium aculeatum,NA,NA
Echinidinium granulatum,623765,Echinidinium granulatum,NA,NA
Impagidinium aculeatum,623770,Impagidinium aculeatum,NA,NA
Impagidinium patulum,623772,Impagidinium patulum,NA,NA
Thalassiphora pelagica,624938,Thalassiphora pelagica,NA,NA
Leprotintinnus pellucidus,625430,Leprotintinnus pellucidus,NA,NA
Charlesdowniea clathrata,626843,Charlesdowniea clathrata,NA,NA
Charlesdowniea edwardsii,626846,Charlesdowniea edwardsii,NA,NA
Cordosphaeridium fibrospinosum,637043,Cordosphaeridium fibrospinosum,NA,NA
Achomosphaera ramulifera,649286,Achomosphaera ramulifera,NA,NA
Hystrichokolpoma unispina,654829,Hystrichokolpoma unispina,NA,NA
Amiculosphaera umbracula,656518,Amiculosphaera umbracula,NA,NA
Capillicysta fusca,656717,Capillicysta fusca,NA,NA
Filisphaera filifera,657178,Filisphaera filifera,NA,NA
Gelatia inflata,657226,Gelatia inflata,NA,NA
Impagidinium pacificum,657390,Impagidinium pacificum,NA,NA
Impagidinium pallidum,657391,Impagidinium pallidum,NA,NA
Impagidinium velorum,657392,Impagidinium velorum,NA,NA
Nematosphaeropsis lemniscata,657604,Nematosphaeropsis lemniscata,NA,NA
Tectatodinium pellitum,663645,Tectatodinium pellitum,NA,NA
Spiniferites ramosus,668481,Spiniferites ramosus,NA,NA
Spiniferites ramosus complex,668481,Spiniferites ramosus,NA,NA
Spiniferites cf. mirabilis,670195,Spiniferites mirabilis,NA,NA
Spiniferites mirabilis,670195,Spiniferites mirabilis,NA,NA
Tuberculodinium vancampoae,670268,Tuberculodinium vancampoae,NA,NA
Bitectatodinium tepikiense,703858,Bitectatodinium tepikiense,NA,NA
Cordosphaeridium inodes,704144,Cordosphaeridium inodes,NA,NA
Kisselovia coleothrypta,704414,Kisselovia coleothrypta,NA,NA
Spiniferites pseudofurcatus,704713,Spiniferites pseudofurcatus,NA,NA
Wetzeliella symmetrica,704927,NA,NA,NA
Pleurostomella subnodosa,709054,Pleurostomella subnodosa,NA,NA
Bulimina spinosa,709058,Bulimina spinosa,NA,NA
Cassidulina braziliensis,710179,Cassidulina braziliensis,NA,NA
Bolivina aenariensis,710281,Bolivina aenariensis,NA,NA
Hastigerina parapelagica,710355,Hastigerina parapelagica,NA,NA
Globigerinita humilis,710497,Globigerinita humilis,NA,NA
Globigerinoides pyramidalis,710498,Globigerinoides pyramidalis,NA,NA
Globigerina fistulosa,710501,Globigerina fistulosa,NA,NA
Entosolenia orbignyana,710516,Entosolenia orbignyana,NA,NA
Loxostomum karrerianum,710538,Loxostomum karrerianum,NA,NA
Neogloboquadrina eggeri,710555,Neogloboquadrina eggeri,NA,NA
Operculinella venosa,710602,Operculinella venosa,NA,NA
Sigmoilina asperula,710943,Sigmoilina asperula,NA,NA
Sphaerammina sp.,710999,Sphaerammina,NA,NA
Nodosarella sp.,711506,Nodosarella,NA,NA
Chrysalogonium ciperense,711555,Chrysalogonium ciperense,NA,NA
Nodosaria holoserica,711609,Nodosaria holoserica,NA,NA
Hastigerina siphonifera,711784,Hastigerina siphonifera,NA,NA
Chrysalogonium breviloculum,711862,Chrysalogonium breviloculum,NA,NA
Chrysalogonium longicostatum,714416,Chrysalogonium longicostatum,NA,NA
Chrysalogonium tenuicostatum,714418,Chrysalogonium tenuicostatum,NA,NA
Chrysalogonium elongatum,714423,Chrysalogonium elongatum,NA,NA
Chrysalogonium asperum,714425,Chrysalogonium asperum,NA,NA
Chrysalogonium lanceolum,714427,Chrysalogonium lanceolum,NA,NA
Nodosaria stiliformis,714434,Nodosaria stiliformis,NA,NA
Nodosaria ewaldi,714447,Nodosaria ewaldi,NA,NA
Dentalina basiplanata,715210,Dentalina basiplanata,NA,NA
Stilostomella decurta,715348,Stilostomella decurta,NA,NA
Nodosaria longiscata,715384,Nodosaria longiscata,NA,NA
Nodosaria arundinea,715394,Nodosaria arundinea,NA,NA
Nodosaria tosta,715408,Nodosaria tosta,NA,NA
Plectofrondicularia jarvisi,716103,Plectofrondicularia jarvisi,NA,NA
Plectofrondicularia lirata,716277,Plectofrondicularia lirata,NA,NA
Rectobolivina raphana,719516,Rectobolivina raphana,NA,NA
Nodogenerina rohri,720526,Nodogenerina rohri,NA,NA
Ellipsoglandulina velascoensis,720539,Ellipsoglandulina velascoensis,NA,NA
Ellipsoidella cf. pleurostomelloides,720620,Ellipsoidella pleurostomelloides,NA,NA
Pleurostomella acuta,720660,Pleurostomella acuta,NA,NA
Pleurostomella alazanensis,720661,Pleurostomella alazanensis,NA,NA
Pleurostomella sapperi,720668,Pleurostomella sapperi,NA,NA
Nodosarella advena,720688,Nodosarella advena,NA,NA
Pleurostomella bierigi,720835,Pleurostomella bierigi,NA,NA
Pleurostomella clavata,720846,Pleurostomella clavata,NA,NA
Pleurostomella paleocenica,720857,Pleurostomella paleocenica,NA,NA
Pleurostomella elliptica,720871,Pleurostomella elliptica,NA,NA
Globotruncanidae,720965,Globotruncanidae,NA,NA
Globigerininae,721000,Globigerininae,NA,NA
Paratrochamminoides sp.,721327,Paratrochamminoides,NA,NA
Paratrochamminoides spp.,721327,Paratrochamminoides,NA,NA
Chiloguembelina sp.,721409,Chiloguembelina,NA,NA
Chiloguembelina spp.,721409,Chiloguembelina,NA,NA
Planomalina sp.,721410,Planomalina,NA,NA
Schackoina sp.,721411,Schackoina,NA,NA
Schackoina spp.,721411,Schackoina,NA,NA
Archaeoglobigerina sp.,721416,Archaeoglobigerina,NA,NA
Kuglerina sp.,721419,Kuglerina,NA,NA
Trinitella sp.,721421,Trinitella,NA,NA
Clavigerinella sp.,721423,Clavigerinella,NA,NA
Hantkenina sp.,721424,Hantkenina,NA,NA
Cassigerinella sp.,721427,Cassigerinella,NA,NA
Eoglobigerina sp.,721429,Eoglobigerina,NA,NA
Planorotalites sp.,721434,Planorotalites,NA,NA
Planorotalites spp.,721434,Planorotalites,NA,NA
Turborotalia sp.,721435,Turborotalia,NA,NA
Paragloborotalia sp.,721436,Paragloborotalia,NA,NA
Globigerinopsis sp.,721441,Globigerinopsis,NA,NA
Subbotina sp.,721442,Subbotina,NA,NA
Subbotina spp.,721442,Subbotina,NA,NA
Catapsydrax sp.,721443,Catapsydrax,NA,NA
Catapsydrax spp.,721443,Catapsydrax,NA,NA
Globorotaloides sp.,721444,Globorotaloides,NA,NA
Globorotaloides spp.,721444,Globorotaloides,NA,NA
Dentoglobigerina spp.,721445,Dentoglobigerina,NA,NA
Protentella sp.,721446,Protentella,NA,NA
Protentella spp.,721446,Protentella,NA,NA
Velapertina,721452,Velapertina,NA,NA
Zeauvigerina sp.,721481,Zeauvigerina,NA,NA
Aragonia sp.,721482,Aragonia,NA,NA
Truncoheronallenia sp.,721500,Truncoheronallenia,NA,NA
Spiroclypeus sp.,721538,Spiroclypeus,NA,NA
Morozovella sp.,721542,Morozovella,NA,NA
Morozovella spp.,721542,Morozovella,NA,NA
Globigerapsis sp.,721543,Globigerapsis,NA,NA
Truncorotaloides sp.,721544,Truncorotaloides,NA,NA
Truncorotaloides spp.,721544,Truncorotaloides,NA,NA
Acarinina sp.,721545,Acarinina,NA,NA
Acarinina spp.,721545,Acarinina,NA,NA
Woodringina sp.,721549,Woodringina,NA,NA
Chiloguembelitria sp.,721550,Chiloguembelitria,NA,NA
Hedbergella sp.,721555,Hedbergella,NA,NA
Hedbergella spp.,721555,Hedbergella,NA,NA
Whiteinella sp.,721556,Whiteinella,NA,NA
Ichthyolaria sp.,722058,Ichthyolaria,NA,NA
Palmula sp.,722083,Palmula,NA,NA
Pseudotextularia sp.,722160,Pseudotextularia,NA,NA
Racemiguembelina sp.,722161,Racemiguembelina,NA,NA
Pseudoguembelina sp.,722165,Pseudoguembelina,NA,NA
Hastigerinoides sp.,722167,Hastigerinoides,NA,NA
Marginotruncana sp.,722176,Marginotruncana,NA,NA
Marginotruncana spp.,722176,Marginotruncana,NA,NA
Globotruncanita sp.,722177,Globotruncanita,NA,NA
Globotruncanita spp.,722177,Globotruncanita,NA,NA
Globotruncana sp.,722178,Globotruncana,NA,NA
Globotruncana spp.,722178,Globotruncana,NA,NA
Sphaeroidinellopsis sp.,722189,Sphaeroidinellopsis,NA,NA
Sphaeroidinellopsis spp.,722189,Sphaeroidinellopsis,NA,NA
Prosphaeroidinella sp.,722191,Prosphaeroidinella,NA,NA
Globigerinatheka sp.,722193,Globigerinatheka,NA,NA
Globigerinatheka spp.,722193,Globigerinatheka,NA,NA
Praeorbulina sp.,722195,Praeorbulina,NA,NA
Praeorbulina spp.,722195,Praeorbulina,NA,NA
Globigerinatella sp.,722196,Globigerinatella,NA,NA
Rotamorphina sp.,722237,Rotamorphina,NA,NA
Fabiania sp.,722280,Fabiania,NA,NA
Polylepidina sp.,722305,Polylepidina,NA,NA
Biplanispira sp.,722418,Biplanispira,NA,NA
Asterocyclina sp.,722422,Asterocyclina,NA,NA
Dentalina vertebralis,723158,Dentalina vertebralis,NA,NA
Fissurina aperta,723177,Fissurina aperta,NA,NA
Elphidium cf. nitidum,729864,Elphidium nitidum,NA,NA
Globigerina megastoma,730492,Globigerina megastoma,NA,NA
Globigerina cariacoensis,730494,Globigerina cariacoensis,NA,NA
Pseudohastigerina sp.,734647,Pseudohastigerina,NA,NA
Pseudohastigerina spp.,734647,Pseudohastigerina,NA,NA
Uvigerinammina spp.,734649,Uvigerinammina,NA,NA
Abathomphalus intermedius,734650,Abathomphalus intermedius,NA,NA
Abathomphalus cf. mayaroensis,734651,Abathomphalus mayaroensis,NA,NA
Abathomphalus mayaroensis,734651,Abathomphalus mayaroensis,NA,NA
Ammodiscus cretaceus,734665,Ammodiscus cretaceus,NA,NA
Haplophragmoides eggeri,734682,Haplophragmoides eggeri,NA,NA
Haplophragmoides kirki,734683,Haplophragmoides kirki,NA,NA
Ammobaculites cf. coprolithiformis,734688,Ammobaculites coprolithiformis,NA,NA
Cyclammina incisa,734702,Cyclammina incisa,NA,NA
Cyclammina rotundata,734703,Cyclammina rotundata,NA,NA
Bolivinopsis trinitatensis,734707,Bolivinopsis trinitatensis,NA,NA
Rzehakina epigona,734717,Rzehakina epigona,NA,NA
Arenodosaria antipoda,734749,Arenodosaria antipoda,NA,NA
Dorothia biformis,734753,Dorothia biformis,NA,NA
Dorothia bulletta,734754,Dorothia bulletta,NA,NA
Karreriella alticamera,734763,Karreriella alticamera,NA,NA
Marssonella oxycona,734770,Marssonella oxycona,NA,NA
Textularia leuzingeri,734812,Textularia leuzingeri,NA,NA
Textularia cf. plummerae,734816,Textularia plummerae,NA,NA
Textularia plummerae,734816,Textularia plummerae,NA,NA
Dentalina aculeata,734888,Dentalina aculeata,NA,NA
Nodosaria affinis,734923,Nodosaria affinis,NA,NA
Nodosaria velascoensis,734936,Nodosaria velascoensis,NA,NA
Pseudonodosaria manifesta,734940,Pseudonodosaria manifesta,NA,NA
Lenticulina callifera,734965,Lenticulina callifera,NA,NA
Lenticulina insulsa,734973,Lenticulina insulsa,NA,NA
Lenticulina lenticula,734974,Lenticulina lenticula,NA,NA
Neoflabellina praereticulata,735004,Neoflabellina praereticulata,NA,NA
Neoflabellina semireticulata,735007,Neoflabellina semireticulata,NA,NA
Saracenaria kellumi,735019,Saracenaria kellumi,NA,NA
Vaginulina awamoana,735024,Vaginulina awamoana,NA,NA
Fissurina kerguelenensis,735046,Fissurina kerguelenensis,NA,NA
Ramulina navarroana,735078,Ramulina navarroana,NA,NA
Globigerina aff. ampliapertura,735110,Globigerina ampliapertura,NA,NA
Globigerina ampliapertura,735110,Globigerina ampliapertura,NA,NA
Globigerina angiporoides,735111,Globigerina angiporoides,NA,NA
Globigerina cf. angiporoides,735111,Globigerina angiporoides,NA,NA
Globigerina apertura,735112,Globigerina apertura,NA,NA
Globigerina boweri,735113,Globigerina boweri,NA,NA
Globigerina brazieri,735114,Globigerina brazieri,NA,NA
Globigerina brevis,735115,Globigerina brevis,NA,NA
Globigerina aff. druryi,735116,Globigerina druryi,NA,NA
Globigerina cf. druryi,735116,Globigerina druryi,NA,NA
Globigerina druryi,735116,Globigerina druryi,NA,NA
Globigerina cf. eamesi,735117,Globigerina eamesi,NA,NA
Globigerina eamesi,735117,Globigerina eamesi,NA,NA
Globigerina euapertura,735118,Globigerina euapertura,NA,NA
Globigerina eugubina,735119,Globigerina eugubina,NA,NA
Globigerina cf. foliata,735120,Globigerina foliata,NA,NA
Globigerina foliata,735120,Globigerina foliata,NA,NA
Globigerina fringa,735121,Globigerina fringa,NA,NA
Globigerina higginsi,735122,Globigerina higginsi,NA,NA
Globigerina juvenilis,735123,Globigerina juvenilis,NA,NA
Globigerina cf. labiacrassata,735124,Globigerina labiacrassata,NA,NA
Globigerina labiacrassata,735124,Globigerina labiacrassata,NA,NA
Globigerina aff. linaperta,735125,Globigerina linaperta,NA,NA
Globigerina linaperta,735125,Globigerina linaperta,NA,NA
Globigerina linaperta group,735125,Globigerina linaperta,NA,NA
Globigerina cf. nepenthes,735126,Globigerina nepenthes,NA,NA
Globigerina nepenthes,735126,Globigerina nepenthes,NA,NA
Globigerina cf. ouachitaensis,735127,Globigerina ouachitaensis,NA,NA
Globigerina ouachitaensis,735127,Globigerina ouachitaensis,NA,NA
Globigerina parabulloides,735128,Globigerina parabulloides,NA,NA
Globigerina cf. praebulloides,735130,Globigerina praebulloides,NA,NA
Globigerina praebulloides,735130,Globigerina praebulloides,NA,NA
Globigerina praebulloides group,735130,Globigerina praebulloides,NA,NA
Globigerina cf. praeturritilina,735131,Globigerina praeturritilina,NA,NA
Globigerina praeturritilina,735131,Globigerina praeturritilina,NA,NA
Globigerina spiralis,735133,Globigerina spiralis,NA,NA
Globigerina trilocularis,735134,Globigerina trilocularis,NA,NA
Globigerina triloculinoides,735135,Globigerina triloculinoides,NA,NA
Globigerina cf. venezuelana,735136,Globigerina venezuelana,NA,NA
Globigerina venezuelana,735136,Globigerina venezuelana,NA,NA
Globigerina aff. woodi,735137,Globigerina woodi,NA,NA
Globigerina cf. woodi,735137,Globigerina woodi,NA,NA
Globigerina woodi,735137,Globigerina woodi,NA,NA
Globigerina woodi group,735137,Globigerina woodi,NA,NA
"Globigerina woodi, δ18O",735137,Globigerina woodi,NA,NA
Globigerinatella insueta,735138,Globigerinatella insueta,NA,NA
Globigerinella cf. obesa,735139,Globigerinella obesa,NA,NA
Globigerinella obesa,735139,Globigerinella obesa,NA,NA
Globigerinoides altiaperturus,735140,Globigerinoides altiapertura,NA,NA
Globigerinoides apertasuturalis,735141,Globigerinoides apertasuturalis,NA,NA
Globigerinoides bisphericus,735142,Globigerinoides bisphericus,NA,NA
Globigerinoides cf. bisphericus,735142,Globigerinoides bisphericus,NA,NA
Globigerinoides inusitatus,735143,Globigerinoides inusitata,NA,NA
Globigerinoides obliquus,735144,Globigerinoides obliqua,NA,NA
"Globigerinoides obliquus, δ13C",735144,Globigerinoides obliqua,NA,NA
"Globigerinoides obliquus, δ18O",735144,Globigerinoides obliqua,NA,NA
Neoacarinina blowi,735146,Neoacarinina blowi,NA,NA
Orbulina suturalis,735147,Orbulina suturalis,NA,NA
Praeorbulina circularis,735148,Praeorbulina circularis,NA,NA
Praeorbulina curva,735149,Praeorbulina curva,NA,NA
Praeorbulina glomerosa,735150,Praeorbulina glomerosa,NA,NA
Sphaeroidinella seminulina,735151,Sphaeroidinella seminulina,NA,NA
Sphaeroidinellopsis aff. disjuncta,735152,Sphaeroidinellopsis disjuncta,NA,NA
Sphaeroidinellopsis cf. disjuncta,735152,Sphaeroidinellopsis disjuncta,NA,NA
Sphaeroidinellopsis disjuncta,735152,Sphaeroidinellopsis disjuncta,NA,NA
Sphaeroidinellopsis grimsdalei,735153,Sphaeroidinellopsis grimsdalei,NA,NA
Sphaeroidinellopsis aff. kochi,735154,Sphaeroidinellopsis kochi,NA,NA
Sphaeroidinellopsis cf. kochi,735154,Sphaeroidinellopsis kochi,NA,NA
Sphaeroidinellopsis kochi,735154,Sphaeroidinellopsis kochi,NA,NA
